block,week,odds,target,pnl,sport
4,202607,2.2,1,1.2000000000000002,Dota 2
4,202607,3.7961,0,-1.0,Soccer
4,202607,1.65,1,0.6499999999999999,Tennis
4,202607,1.65,1,0.6499999999999999,Tennis
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,1.74,0,-1.0,Soccer
4,202607,1.54,0,-1.0,Soccer
4,202607,1.45,0,-1.0,Tennis
4,202607,1.83,0,-1.0,Soccer
4,202607,1.54,0,-1.0,Soccer
4,202607,4.3326,0,-1.0,Soccer
4,202607,1.95,0,-1.0,Soccer
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,1.39,1,0.3899999999999999,Tennis
4,202607,1.54,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,2.2,1,1.2000000000000002,Tennis
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,1.65,1,0.6499999999999999,League of Legends
4,202607,1.54,0,-1.0,Soccer
4,202607,1.54,0,-1.0,Soccer
4,202607,1.54,0,-1.0,Soccer
4,202607,1.54,0,-1.0,Soccer
4,202607,1.44,1,0.43999999999999995,Tennis
4,202607,1.74,0,-1.0,Soccer
4,202607,2.05,0,-1.0,Soccer
4,202607,1.54,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Ice Hockey
4,202607,1.74,0,-1.0,Soccer
4,202607,1.74,0,-1.0,Soccer
4,202607,21.6303,0,-1.0,Soccer
4,202607,1.54,0,-1.0,Soccer
4,202607,1.85,1,0.8500000000000001,Tennis
4,202607,1.91,1,0.9099999999999999,Soccer
4,202607,1.54,0,-1.0,Soccer
4,202607,1.54,0,-1.0,Soccer
4,202607,1.9,0,-1.0,Tennis
4,202607,1.75,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Tennis
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.94,1,0.94,Soccer
4,202607,1.5,0,-1.0,League of Legends
4,202607,1.5,0,-1.0,League of Legends
4,202607,49.4212,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,22.938,0,-1.0,Soccer
4,202607,1.65,0,-1.0,Tennis
4,202607,1.54,0,-1.0,Soccer
4,202607,1.54,0,-1.0,Soccer
4,202607,1.35,1,0.3500000000000001,Cricket
4,202607,6.123,0,-1.0,Soccer
4,202607,1.56,0,-1.0,Soccer
4,202607,1.56,0,-1.0,Soccer
4,202607,1.56,0,-1.0,Soccer
4,202607,1.56,0,-1.0,Soccer
4,202607,1.56,0,-1.0,Soccer
4,202607,1.56,0,-1.0,Soccer
4,202607,1.56,0,-1.0,Soccer
4,202607,1.56,0,-1.0,Soccer
4,202607,24.6145,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,43.0232,0,-1.0,Soccer
4,202607,37.1321,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.9,0,-1.0,Tennis
4,202607,40.6977,0,-1.0,Soccer
4,202607,1.76,0,-1.0,Soccer
4,202607,1.76,0,-1.0,Soccer
4,202607,1.76,0,-1.0,Soccer
4,202607,1.76,0,-1.0,Soccer
4,202607,2.728,0,-1.0,Soccer
4,202607,1.76,0,-1.0,Soccer
4,202607,1.76,0,-1.0,Soccer
4,202607,1.76,0,-1.0,Soccer
4,202607,1.76,0,-1.0,Soccer
4,202607,46.2087,0,-1.0,Soccer
4,202607,3.23,0,-1.0,Soccer
4,202607,42.7579,0,-1.0,Soccer
4,202607,1.95,1,0.95,Soccer
4,202607,1.72,0,-1.0,Soccer
4,202607,2.666,0,-1.0,Soccer
4,202607,1.5,0,-1.0,League of Legends
4,202607,1.55,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.35,0,-1.0,CS2
4,202607,2.01,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.2,0,-1.0,Tennis
4,202607,3.7108,0,-1.0,Soccer
4,202607,2.05,1,1.0499999999999998,Soccer
4,202607,1.3,1,0.30000000000000004,Tennis
4,202607,1.74,0,-1.0,Soccer
4,202607,1.74,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.74,0,-1.0,Soccer
4,202607,1.6,0,-1.0,Soccer
4,202607,1.6,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.6,0,-1.0,Soccer
4,202607,1.6,0,-1.0,Soccer
4,202607,2.1,1,1.1,Tennis
4,202607,1.73,0,-1.0,Soccer
4,202607,1.73,0,-1.0,Soccer
4,202607,1.9091,1,0.9091,Soccer
4,202607,1.86,0,-1.0,Soccer
4,202607,1.7,0,-1.0,Soccer
4,202607,1.73,0,-1.0,Soccer
4,202607,1.73,0,-1.0,Soccer
4,202607,16.513,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Basketball
4,202607,28.8212,0,-1.0,Tennis
4,202607,4.7947,0,-1.0,Soccer
4,202607,1.45,1,0.44999999999999996,Soccer
4,202607,1.65,1,0.6499999999999999,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,6.0818,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,2.15,0,-1.0,Soccer
4,202607,1.7,0,-1.0,Soccer
4,202607,2.75,0,-1.0,Tennis
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,2.1,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.9,0,-1.0,Soccer
4,202607,2.05,1,1.0499999999999998,Soccer
4,202607,2.05,0,-1.0,Soccer
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,2.05,1,1.0499999999999998,Soccer
4,202607,1.55,1,0.55,League of Legends
4,202607,51.9902,0,-1.0,Basketball
4,202607,2.1,1,1.1,Tennis
4,202607,1.55,0,-1.0,Tennis
4,202607,2.0,1,1.0,Soccer
4,202607,2.2,0,-1.0,Soccer
4,202607,19.626,0,-1.0,Soccer
4,202607,26.1525,0,-1.0,Soccer
4,202607,3.7,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,1.6,1,0.6000000000000001,Soccer
4,202607,132.0114,0,-1.0,Basketball
4,202607,2.0,1,1.0,Soccer
4,202607,5.7172,0,-1.0,Soccer
4,202607,3.7718,0,-1.0,Soccer
4,202607,1.79,1,0.79,Soccer
4,202607,1.54,0,-1.0,Soccer
4,202607,13.3526,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Table Tennis
4,202607,1.85,0,-1.0,Basketball
4,202607,1.8,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,1.35,1,0.3500000000000001,Cricket
4,202607,1.7,1,0.7,Soccer
4,202607,1.9,0,-1.0,Basketball
4,202607,1.35,1,0.3500000000000001,Cricket
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,1.4,0,-1.0,League of Legends
4,202607,1.45,1,0.44999999999999996,Table Tennis
4,202607,1.39,1,0.3899999999999999,Soccer
4,202607,1.33,1,0.33000000000000007,Tennis
4,202607,1.3,1,0.30000000000000004,Cricket
4,202607,1.83,0,-1.0,Soccer
4,202607,1.65,1,0.6499999999999999,Dota 2
4,202607,5.2337,0,-1.0,Soccer
4,202607,1.45,0,-1.0,Badminton
4,202607,1.16,1,0.15999999999999992,Cricket
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,123.6397,0,-1.0,Soccer
4,202607,2.0,1,1.0,Soccer
4,202607,1.15,1,0.1499999999999999,Cricket
4,202607,117.7375,0,-1.0,Soccer
4,202607,1.3,0,-1.0,Tennis
4,202607,54.6118,0,-1.0,Soccer
4,202607,1.25,0,-1.0,Tennis
4,202607,658.8,0,-1.0,Soccer
4,202607,295.92,0,-1.0,Soccer
4,202607,266.1744,0,-1.0,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,1.35,0,-1.0,Cricket
4,202607,1.76,1,0.76,Soccer
4,202607,2.03,1,1.0299999999999998,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,1.65,0,-1.0,Tennis
4,202607,1.91,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Tennis
4,202607,2.0,1,1.0,Tennis
4,202607,1.66,1,0.6599999999999999,Tennis
4,202607,1.95,1,0.95,Tennis
4,202607,1.65,1,0.6499999999999999,Tennis
4,202607,1.75,1,0.75,Tennis
4,202607,1.89,0,-1.0,Soccer
4,202607,1.65,1,0.6499999999999999,Tennis
4,202607,1.92,0,-1.0,CS2
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,1.81,0,-1.0,Soccer
4,202607,2.01,1,1.0099999999999998,Soccer
4,202607,60.3904,0,-1.0,Soccer
4,202607,13.7157,0,-1.0,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,1.6,1,0.6000000000000001,Tennis
4,202607,1.6,0,-1.0,Soccer
4,202607,1.6,1,0.6000000000000001,Tennis
4,202607,1.22,1,0.21999999999999997,Tennis
4,202607,1.8,1,0.8,Soccer
4,202607,1.8,0,-1.0,Tennis
4,202607,1.74,1,0.74,Soccer
4,202607,4.0425,1,3.0425000000000004,Soccer
4,202607,4.6849,0,-1.0,Soccer
4,202607,123.0286,0,-1.0,Soccer
4,202607,120.9126,0,-1.0,Soccer
4,202607,1.95,0,-1.0,Tennis
4,202607,2.0,0,-1.0,Soccer
4,202607,42.1155,0,-1.0,Soccer
4,202607,32.7408,0,-1.0,Soccer
4,202607,62.6431,0,-1.0,Soccer
4,202607,56.7216,0,-1.0,Soccer
4,202607,62.961,0,-1.0,Soccer
4,202607,69.8798,0,-1.0,Soccer
4,202607,71.5637,0,-1.0,Soccer
4,202607,64.4718,0,-1.0,Soccer
4,202607,69.0227,0,-1.0,Soccer
4,202607,76.6152,0,-1.0,Soccer
4,202607,73.6183,0,-1.0,Soccer
4,202607,66.3293,0,-1.0,Soccer
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,20.5762,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,3.5778,1,2.5778,Soccer
4,202607,1.54,1,0.54,Soccer
4,202607,1.38,1,0.3799999999999999,Soccer
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,4.655,0,-1.0,Soccer
4,202607,3.9975,1,2.9975,Soccer
4,202607,1.39,1,0.3899999999999999,Soccer
4,202607,1.39,1,0.3899999999999999,Soccer
4,202607,1.39,1,0.3899999999999999,Soccer
4,202607,2.4,0,-1.0,League of Legends
4,202607,1.79,1,0.79,Soccer
4,202607,1.39,1,0.3899999999999999,Soccer
4,202607,3.3264,0,-1.0,Soccer
4,202607,1.76,0,-1.0,Soccer
4,202607,1.4,1,0.3999999999999999,Soccer
4,202607,40.1852,0,-1.0,Soccer
4,202607,1.4,1,0.3999999999999999,Soccer
4,202607,1.4,1,0.3999999999999999,Soccer
4,202607,1.4,1,0.3999999999999999,Soccer
4,202607,24.8589,0,-1.0,Soccer
4,202607,57.2953,0,-1.0,Soccer
4,202607,149.1273,0,-1.0,Soccer
4,202607,130.6744,0,-1.0,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,53.1664,0,-1.0,Soccer
4,202607,47.5158,0,-1.0,Soccer
4,202607,44.9749,0,-1.0,Soccer
4,202607,50.5664,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,56.6952,0,-1.0,Soccer
4,202607,19.9827,0,-1.0,Soccer
4,202607,48.4586,0,-1.0,Soccer
4,202607,60.3936,0,-1.0,Soccer
4,202607,64.3516,0,-1.0,Soccer
4,202607,63.0717,0,-1.0,Soccer
4,202607,1.3,1,0.30000000000000004,Tennis
4,202607,1.79,1,0.79,Soccer
4,202607,1.4,1,0.3999999999999999,Soccer
4,202607,2.0,1,1.0,CS2
4,202607,1.79,1,0.79,Soccer
4,202607,1.3,1,0.30000000000000004,Tennis
4,202607,1.78,1,0.78,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,45.4826,0,-1.0,Soccer
4,202607,1.35,0,-1.0,CS2
4,202607,125.3644,0,-1.0,Soccer
4,202607,2.15,0,-1.0,Tennis
4,202607,1.8,0,-1.0,Soccer
4,202607,27.2064,0,-1.0,Soccer
4,202607,2.6,0,-1.0,Soccer
4,202607,1.22,1,0.21999999999999997,Soccer
4,202607,3.135,1,2.135,Soccer
4,202607,6.5028,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,64.35,0,-1.0,Basketball
4,202607,1.84,1,0.8400000000000001,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,2.05,0,-1.0,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,2.1,0,-1.0,Soccer
4,202607,1.7,0,-1.0,Soccer
4,202607,1.93,1,0.9299999999999999,Soccer
4,202607,4.752,1,3.752,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Tennis
4,202607,1.3,1,0.30000000000000004,Tennis
4,202607,30.1232,0,-1.0,Soccer
4,202607,9.5597,0,-1.0,Soccer
4,202607,7.1436,0,-1.0,Soccer
4,202607,1.55,1,0.55,Tennis
4,202607,1.5,0,-1.0,Soccer
4,202607,1.38,0,-1.0,Dota 2
4,202607,2.0,1,1.0,Soccer
4,202607,1.65,1,0.6499999999999999,Tennis
4,202607,1.35,1,0.3500000000000001,CS2
4,202607,2.15,1,1.15,Soccer
4,202607,6.7099,0,-1.0,Basketball
4,202607,1.44,1,0.43999999999999995,Basketball
4,202607,1.82,0,-1.0,Basketball
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,1.7,1,0.7,Soccer
4,202607,1.55,1,0.55,Tennis
4,202607,1.85,1,0.8500000000000001,Tennis
4,202607,1.69,0,-1.0,Soccer
4,202607,1.65,1,0.6499999999999999,Basketball
4,202607,1.3,0,-1.0,Table Tennis
4,202607,1.55,1,0.55,Basketball
4,202607,1.75,0,-1.0,Basketball
4,202607,60.8045,0,-1.0,Soccer
4,202607,31.1818,0,-1.0,Soccer
4,202607,1.53,1,0.53,Soccer
4,202607,4.732,0,-1.0,Soccer
4,202607,1.69,0,-1.0,Soccer
4,202607,1.45,1,0.44999999999999996,Table Tennis
4,202607,1.3,0,-1.0,Tennis
4,202607,4.7508,0,-1.0,Soccer
4,202607,34.1443,0,-1.0,Soccer
4,202607,1.48,0,-1.0,League of Legends
4,202607,2.4,1,1.4,League of Legends
4,202607,1.83,1,0.8300000000000001,Soccer
4,202607,3.33,0,-1.0,Soccer
4,202607,3.1328,0,-1.0,Soccer
4,202607,100.4061,0,-1.0,Basketball
4,202607,2.05,1,1.0499999999999998,Soccer
4,202607,1.3,1,0.30000000000000004,Tennis
4,202607,493.0,0,-1.0,Soccer
4,202607,266.8,0,-1.0,Soccer
4,202607,522.0,0,-1.0,Soccer
4,202607,237.8,0,-1.0,Soccer
4,202607,232.0,0,-1.0,Soccer
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,2.0,1,1.0,Tennis
4,202607,1.16,1,0.15999999999999992,Soccer
4,202607,3.15,0,-1.0,Tennis
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,151.0,0,-1.0,Soccer
4,202607,751.0,0,-1.0,Soccer
4,202607,401.0,0,-1.0,Soccer
4,202607,201.0,0,-1.0,Soccer
4,202607,90.0,0,-1.0,Soccer
4,202607,337.03,0,-1.0,Basketball
4,202607,17.0582,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Tennis
4,202607,1.75,1,0.75,Tennis
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,2.0,0,-1.0,Tennis
4,202607,1.75,0,-1.0,Tennis
4,202607,1.3,1,0.30000000000000004,Dota 2
4,202607,1.86,0,-1.0,Soccer
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,1.9,0,-1.0,Tennis
4,202607,2.0,1,1.0,Soccer
4,202607,51.5581,0,-1.0,Tennis
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,1.7,1,0.7,Soccer
4,202607,3.2987,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Ice Hockey
4,202607,213.7585,0,-1.0,Soccer
4,202607,1.34,0,-1.0,Tennis
4,202607,1.45,0,-1.0,Tennis
4,202607,1.45,0,-1.0,Tennis
4,202607,1.85,1,0.8500000000000001,CS2
4,202607,1.85,1,0.8500000000000001,CS2
4,202607,1.46,1,0.45999999999999996,Tennis
4,202607,21.1267,0,-1.0,Soccer
4,202607,40.3336,0,-1.0,Soccer
4,202607,31.2456,0,-1.0,Soccer
4,202607,96.4016,0,-1.0,Soccer
4,202607,1.4,0,-1.0,Tennis
4,202607,1.8,1,0.8,Tennis
4,202607,1.8,1,0.8,Soccer
4,202607,1.45,0,-1.0,Tennis
4,202607,126.2307,0,-1.0,Soccer
4,202607,99.5699,0,-1.0,Soccer
4,202607,1.65,0,-1.0,Soccer
4,202607,3.85,0,-1.0,Soccer
4,202607,63.1416,0,-1.0,Tennis
4,202607,1.7,1,0.7,Soccer
4,202607,2.19,1,1.19,Soccer
4,202607,1.7,1,0.7,Tennis
4,202607,6.5028,0,-1.0,Soccer
4,202607,1.95,1,0.95,Soccer
4,202607,1.6,0,-1.0,Soccer
4,202607,29.2002,0,-1.0,Soccer
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,2.05,1,1.0499999999999998,Soccer
4,202607,3.2757,0,-1.0,Soccer
4,202607,1.7,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,57.8138,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.72,0,-1.0,Soccer
4,202607,1.72,0,-1.0,Soccer
4,202607,1.72,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.65,1,0.6499999999999999,Soccer
4,202607,61.71,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.45,0,-1.0,Tennis
4,202607,4.4226,0,-1.0,Soccer
4,202607,28.4915,0,-1.0,Soccer
4,202607,2.1,0,-1.0,Soccer
4,202607,4.0014,0,-1.0,Soccer
4,202607,4.9248,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.65,0,-1.0,Tennis
4,202607,50.8631,0,-1.0,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,35.396,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,1.71,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,23.3415,0,-1.0,Soccer
4,202607,1.71,0,-1.0,Soccer
4,202607,1.7,0,-1.0,Soccer
4,202607,6.138,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,80.4375,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,1.7,0,-1.0,Soccer
4,202607,98.9604,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,1.9,1,0.8999999999999999,Basketball
4,202607,1.8,0,-1.0,Soccer
4,202607,2.85,0,-1.0,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,3.15,0,-1.0,Soccer
4,202607,2.05,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,2.0,1,1.0,Soccer
4,202607,2.05,0,-1.0,Soccer
4,202607,1.35,0,-1.0,Dota 2
4,202607,1.95,0,-1.0,Soccer
4,202607,1.6,1,0.6000000000000001,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,1.4,1,0.3999999999999999,League of Legends
4,202607,1.9,0,-1.0,Soccer
4,202607,1.6,0,-1.0,Tennis
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,1.73,1,0.73,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,1.35,0,-1.0,CS2
4,202607,1.7,1,0.7,Tennis
4,202607,1.75,1,0.75,Tennis
4,202607,2.01,0,-1.0,Basketball
4,202607,1.75,1,0.75,Tennis
4,202607,2.0,1,1.0,CS2
4,202607,1.8,1,0.8,Soccer
4,202607,55.2878,0,-1.0,Soccer
4,202607,1.72,0,-1.0,Soccer
4,202607,1.6,1,0.6000000000000001,Tennis
4,202607,1.9,0,-1.0,Soccer
4,202607,1.55,1,0.55,Tennis
4,202607,1.63,1,0.6299999999999999,Soccer
4,202607,1.4,1,0.3999999999999999,Soccer
4,202607,2.17,1,1.17,Tennis
4,202607,5.192,0,-1.0,Soccer
4,202607,22.2737,0,-1.0,Soccer
4,202607,32.48,0,-1.0,Soccer
4,202607,2.0,1,1.0,Tennis
4,202607,1.65,1,0.6499999999999999,Tennis
4,202607,1.7,1,0.7,Soccer
4,202607,6.9597,0,-1.0,Basketball
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,1.8,0,-1.0,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,2.0,0,-1.0,Basketball
4,202607,4.83,0,-1.0,Soccer
4,202607,6.993,0,-1.0,Soccer
4,202607,2.7,1,1.7000000000000002,Soccer
4,202607,1.88,0,-1.0,Soccer
4,202607,35.2083,0,-1.0,Basketball
4,202607,38.1824,0,-1.0,Tennis
4,202607,1.65,1,0.6499999999999999,Basketball
4,202607,2.5438,1,1.5438,Soccer
4,202607,1.71,1,0.71,Tennis
4,202607,1.8,1,0.8,Basketball
4,202607,1.71,1,0.71,Tennis
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,2.5921,1,1.5920999999999998,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,1.32,1,0.32000000000000006,Cricket
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,2.05,1,1.0499999999999998,Tennis
4,202607,1.7,0,-1.0,Table Tennis
4,202607,1.4,1,0.3999999999999999,Cricket
4,202607,1.92,0,-1.0,League of Legends
4,202607,2.4,1,1.4,League of Legends
4,202607,1.65,1,0.6499999999999999,League of Legends
4,202607,134.7957,0,-1.0,Soccer
4,202607,119.5347,0,-1.0,Soccer
4,202607,115.9472,0,-1.0,Soccer
4,202607,1.15,1,0.1499999999999999,Cricket
4,202607,3.7587,0,-1.0,Soccer
4,202607,177.416,0,-1.0,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,1.85,0,-1.0,Tennis
4,202607,31.7125,0,-1.0,Tennis
4,202607,1.95,1,0.95,Tennis
4,202607,2.1,1,1.1,Tennis
4,202607,1.45,1,0.44999999999999996,CS2
4,202607,2.0,1,1.0,Soccer
4,202607,1.91,0,-1.0,Soccer
4,202607,1.58,1,0.5800000000000001,Soccer
4,202607,1.87,1,0.8700000000000001,Soccer
4,202607,1.31,1,0.31000000000000005,Tennis
4,202607,1.65,1,0.6499999999999999,Tennis
4,202607,1.65,1,0.6499999999999999,CS2
4,202607,1.86,1,0.8600000000000001,Rugby
4,202607,2.0,1,1.0,CS2
4,202607,1.35,1,0.3500000000000001,League of Legends
4,202607,1.22,0,-1.0,Cricket
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,1.95,1,0.95,Soccer
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,1.64,1,0.6399999999999999,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,47.0556,0,-1.0,Soccer
4,202607,1.35,0,-1.0,Tennis
4,202607,44.5177,0,-1.0,Soccer
4,202607,1.35,1,0.3500000000000001,Table Tennis
4,202607,19.976,0,-1.0,Soccer
4,202607,1.2,1,0.19999999999999996,Tennis
4,202607,1.85,1,0.8500000000000001,Tennis
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,1.68,0,-1.0,Dota 2
4,202607,1.9,0,-1.0,Soccer
4,202607,1.75,1,0.75,Tennis
4,202607,1.9,0,-1.0,Soccer
4,202607,1.95,1,0.95,Tennis
4,202607,1.55,1,0.55,Tennis
4,202607,1.3,1,0.30000000000000004,Cricket
4,202607,2.1,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Dota 2
4,202607,1.27,1,0.27,Cricket
4,202607,1.27,1,0.27,Cricket
4,202607,1.61,1,0.6100000000000001,Soccer
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,19.5644,0,-1.0,Ice Hockey
4,202607,1.2,1,0.19999999999999996,Cricket
4,202607,3.5475,0,-1.0,Soccer
4,202607,1.82,1,0.8200000000000001,Soccer
4,202607,1.62,1,0.6200000000000001,Soccer
4,202607,1.95,1,0.95,Soccer
4,202607,1.79,1,0.79,Soccer
4,202607,1.6,1,0.6000000000000001,Soccer
4,202607,1.8,1,0.8,Tennis
4,202607,1.8,1,0.8,Dota 2
4,202607,3.6339,0,-1.0,Soccer
4,202607,1.88,0,-1.0,Soccer
4,202607,1.69,0,-1.0,Soccer
4,202607,1.52,1,0.52,Soccer
4,202607,133.395,0,-1.0,Soccer
4,202607,131.9945,0,-1.0,Soccer
4,202607,102.3201,0,-1.0,Soccer
4,202607,97.9291,0,-1.0,Soccer
4,202607,100.0814,0,-1.0,Soccer
4,202607,113.1051,0,-1.0,Soccer
4,202607,2.03,1,1.0299999999999998,Soccer
4,202607,1.75,1,0.75,Dota 2
4,202607,1.75,1,0.75,Dota 2
4,202607,1.65,1,0.6499999999999999,Dota 2
4,202607,1.7,0,-1.0,Tennis
4,202607,1.25,1,0.25,Cricket
4,202607,1.96,0,-1.0,Soccer
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,1.8,1,0.8,Soccer
4,202607,1.6,0,-1.0,Tennis
4,202607,1.9,0,-1.0,Tennis
4,202607,42.8503,0,-1.0,Soccer
4,202607,1.68,0,-1.0,CS2
4,202607,2.07,1,1.0699999999999998,Soccer
4,202607,1.84,1,0.8400000000000001,Soccer
4,202607,6.556,0,-1.0,Soccer
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,2.05,0,-1.0,Tennis
4,202607,6.7406,0,-1.0,Basketball
4,202607,1.64,1,0.6399999999999999,Soccer
4,202607,1.84,1,0.8400000000000001,Rugby
4,202607,28.3149,0,-1.0,Soccer
4,202607,1.8,1,0.8,Tennis
4,202607,1.75,1,0.75,Soccer
