block,week,odds,target,pnl,sport
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,1.7,1,0.7,Soccer
4,202607,2.2,1,1.2000000000000002,Tennis
4,202607,1.36,0,-1.0,Soccer
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,4.553,0,-1.0,Soccer
4,202607,40.7704,0,-1.0,Soccer
4,202607,85.682,0,-1.0,Soccer
4,202607,2.5575,1,1.5575,Soccer
4,202607,60.6613,0,-1.0,Soccer
4,202607,85.4621,0,-1.0,Soccer
4,202607,1.7,1,0.7,Soccer
4,202607,76.2807,0,-1.0,Soccer
4,202607,56.4993,0,-1.0,Soccer
4,202607,4.108,0,-1.0,Soccer
4,202607,1.65,0,-1.0,Tennis
4,202607,56.6931,0,-1.0,Soccer
4,202607,84.2701,0,-1.0,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,2.06,0,-1.0,Soccer
4,202607,1.51,1,0.51,Soccer
4,202607,1.51,1,0.51,Soccer
4,202607,35.841,0,-1.0,Soccer
4,202607,1.51,1,0.51,Soccer
4,202607,1.5,1,0.5,Soccer
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,1.25,1,0.25,Soccer
4,202607,1.6,0,-1.0,Soccer
4,202607,1.95,1,0.95,Soccer
4,202607,1.3,1,0.30000000000000004,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,22.96,0,-1.0,Soccer
4,202607,1.65,0,-1.0,Valorant
4,202607,2.05,1,1.0499999999999998,Soccer
4,202607,2.05,0,-1.0,Soccer
4,202607,9.2138,0,-1.0,Soccer
4,202607,4.3411,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,1.95,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.92,0,-1.0,Soccer
4,202607,19.4756,0,-1.0,Soccer
4,202607,21.4013,0,-1.0,Soccer
4,202607,77.9076,0,-1.0,Soccer
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,1.65,1,0.6499999999999999,Dota 2
4,202607,2.05,0,-1.0,Dota 2
4,202607,1.88,0,-1.0,Dota 2
4,202607,3.4674,0,-1.0,Soccer
4,202607,1.7273,1,0.7273000000000001,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,4.6835,0,-1.0,Soccer
4,202607,1.88,0,-1.0,Dota 2
4,202607,2.08,1,1.08,Soccer
4,202607,1.75,0,-1.0,Darts
4,202607,1.55,1,0.55,Tennis
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,2.1,1,1.1,Soccer
4,202607,1.86,1,0.8600000000000001,Rugby
4,202607,1.87,1,0.8700000000000001,Soccer
4,202607,2.05,1,1.0499999999999998,Soccer
4,202607,2.18,0,-1.0,Soccer
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,1.35,0,-1.0,Tennis
4,202607,1.85,0,-1.0,Soccer
4,202607,96.5076,0,-1.0,Ice Hockey
4,202607,1.95,1,0.95,Soccer
4,202607,2.05,1,1.0499999999999998,Soccer
4,202607,38.0949,0,-1.0,Soccer
4,202607,2.45,0,-1.0,Tennis
4,202607,2.0,0,-1.0,Soccer
4,202607,1.6154,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,4.6556,0,-1.0,Soccer
4,202607,1.27,1,0.27,Cricket
4,202607,5.513,0,-1.0,Soccer
4,202607,1.2,1,0.19999999999999996,Cricket
4,202607,3.456,0,-1.0,Soccer
4,202607,1.35,0,-1.0,Tennis
4,202607,1.75,1,0.75,Soccer
4,202607,1.9091,1,0.9091,Soccer
4,202607,1.8,1,0.8,Tennis
4,202607,1.15,1,0.1499999999999999,Cricket
4,202607,1.85,0,-1.0,Soccer
4,202607,2.1,1,1.1,Soccer
4,202607,1.7,1,0.7,Tennis
4,202607,1.25,1,0.25,Tennis
4,202607,3.618,0,-1.0,Soccer
4,202607,1.9,1,0.8999999999999999,Tennis
4,202607,1.98,0,-1.0,Soccer
4,202607,2.01,1,1.0099999999999998,Soccer
4,202607,2721.4339,0,-1.0,Soccer
4,202607,1.88,0,-1.0,Soccer
4,202607,3.3567,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Tennis
4,202607,1.32,1,0.32000000000000006,Cricket
4,202607,1.86,0,-1.0,Soccer
4,202607,2.0,1,1.0,Soccer
4,202607,1.9,1,0.8999999999999999,Tennis
4,202607,1.6,1,0.6000000000000001,Tennis
4,202607,1.82,1,0.8200000000000001,Soccer
4,202607,1.82,1,0.8200000000000001,Soccer
4,202607,5.4081,1,4.4081,Soccer
4,202607,1.65,1,0.6499999999999999,Cricket
4,202607,1.88,1,0.8799999999999999,Soccer
4,202607,1.82,1,0.8200000000000001,Soccer
4,202607,23.8181,0,-1.0,Soccer
4,202607,1.89,0,-1.0,Soccer
4,202607,1.7,1,0.7,Tennis
4,202607,1.9,0,-1.0,Soccer
4,202607,4.72,0,-1.0,Soccer
4,202607,2.01,1,1.0099999999999998,Soccer
4,202607,1.84,0,-1.0,Soccer
4,202607,1.91,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.3,1,0.30000000000000004,Tennis
4,202607,4.2406,0,-1.0,Soccer
4,202607,4.0365,1,3.0365,Soccer
4,202607,72.9928,0,-1.0,Soccer
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,1.96,0,-1.0,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,30.6395,0,-1.0,Soccer
4,202607,1.2,1,0.19999999999999996,Cricket
4,202607,1.92,0,-1.0,CS2
4,202607,1.8,1,0.8,Rugby
4,202607,1.78,1,0.78,Soccer
4,202607,1.81,1,0.81,Soccer
4,202607,2.02,1,1.02,Soccer
4,202607,417.8306,0,-1.0,Soccer
4,202607,66.4251,0,-1.0,Soccer
4,202607,62.037,0,-1.0,Soccer
4,202607,67.2322,0,-1.0,Soccer
4,202607,1.79,0,-1.0,Soccer
4,202607,2.8,1,1.7999999999999998,CS2
4,202607,28.5252,0,-1.0,Soccer
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,27.2564,1,26.2564,Soccer
4,202607,42.4648,0,-1.0,Soccer
4,202607,2.5,1,1.5,Tennis
4,202607,198.1789,0,-1.0,Soccer
4,202607,7.5525,0,-1.0,Tennis
4,202607,54.3474,0,-1.0,Soccer
4,202607,3.3449,0,-1.0,Soccer
4,202607,2.05,0,-1.0,Soccer
4,202607,77.088,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,1.45,1,0.44999999999999996,Soccer
4,202607,1.65,1,0.6499999999999999,CS2
4,202607,1.68,0,-1.0,CS2
4,202607,1.82,0,-1.0,Soccer
4,202607,63.9091,0,-1.0,Soccer
4,202607,1.9,0,-1.0,Soccer
4,202607,1.76,1,0.76,Soccer
4,202607,28.955,0,-1.0,Soccer
4,202607,1.65,0,-1.0,Valorant
4,202607,64.4687,0,-1.0,Soccer
4,202607,60.4068,0,-1.0,Soccer
4,202607,44.8849,0,-1.0,Soccer
4,202607,50.2757,0,-1.0,Soccer
4,202607,68.6969,0,-1.0,Soccer
4,202607,62.764,0,-1.0,Soccer
4,202607,69.4767,0,-1.0,Soccer
4,202607,76.0442,0,-1.0,Soccer
4,202607,3.41,1,2.41,Soccer
4,202607,1.65,0,-1.0,CS2
4,202607,1.9091,1,0.9091,Soccer
4,202607,2.05,1,1.0499999999999998,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,2.65,0,-1.0,Soccer
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,1.86,0,-1.0,Soccer
4,202607,1.3,1,0.30000000000000004,Table Tennis
4,202607,2.2,1,1.2000000000000002,Tennis
4,202607,9.2657,0,-1.0,Soccer
4,202607,1.6,1,0.6000000000000001,Soccer
4,202607,1.45,1,0.44999999999999996,Soccer
4,202607,30.8857,0,-1.0,Soccer
4,202607,1.38,1,0.3799999999999999,Soccer
4,202607,1.7,1,0.7,Soccer
4,202607,1.63,1,0.6299999999999999,Soccer
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,104.3074,0,-1.0,Soccer
4,202607,96.0295,0,-1.0,Soccer
4,202607,99.4513,0,-1.0,Soccer
4,202607,111.749,0,-1.0,Soccer
4,202607,1.95,1,0.95,Soccer
4,202607,68.0309,0,-1.0,Soccer
4,202607,60.5442,0,-1.0,Soccer
4,202607,66.2673,0,-1.0,Soccer
4,202607,1.78,1,0.78,Soccer
4,202607,123.7217,0,-1.0,Soccer
4,202607,117.2232,0,-1.0,Soccer
4,202607,134.0706,0,-1.0,Soccer
4,202607,1.78,0,-1.0,Dota 2
4,202607,2.0,1,1.0,Soccer
4,202607,61.1409,0,-1.0,Soccer
4,202607,127.4061,0,-1.0,Soccer
4,202607,118.5192,0,-1.0,Soccer
4,202607,1.77,0,-1.0,Soccer
4,202607,3.9593,1,2.9593,Soccer
4,202607,1.88,1,0.8799999999999999,Soccer
4,202607,32.1628,0,-1.0,Soccer
4,202607,1.91,0,-1.0,Soccer
4,202607,164.5148,0,-1.0,Soccer
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,78.4845,0,-1.0,Soccer
4,202607,178.2,0,-1.0,Soccer
4,202607,4.5825,1,3.5824999999999996,Soccer
4,202607,1.91,0,-1.0,Soccer
4,202607,71.0068,0,-1.0,Soccer
4,202607,4.0425,0,-1.0,Soccer
4,202607,1.45,0,-1.0,Soccer
4,202607,6.8887,0,-1.0,Soccer
4,202607,138.4829,0,-1.0,Soccer
4,202607,3.807,0,-1.0,Soccer
4,202607,1.72,0,-1.0,CS2
4,202607,95.6069,0,-1.0,Soccer
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,82.1489,0,-1.0,Soccer
4,202607,1.9,0,-1.0,Soccer
4,202607,29.185,0,-1.0,Soccer
4,202607,5.0366,1,4.0366,Soccer
4,202607,1.35,1,0.3500000000000001,Soccer
4,202607,21.1377,0,-1.0,Soccer
4,202607,1.91,0,-1.0,Soccer
4,202607,18.1332,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,36.7152,0,-1.0,Tennis
4,202607,14.8664,0,-1.0,Soccer
4,202607,26.825,0,-1.0,Rainbow Six
4,202607,1.85,0,-1.0,Basketball
4,202607,4.1125,0,-1.0,Soccer
4,202607,15.7375,0,-1.0,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,44.4887,0,-1.0,Soccer
4,202607,1.95,1,0.95,Tennis
4,202607,1.95,0,-1.0,Soccer
4,202607,3.6176,1,2.6176,Soccer
4,202607,4.2558,0,-1.0,Soccer
4,202607,1.92,1,0.9199999999999999,Soccer
4,202607,2.1,1,1.1,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,3.075,1,2.075,Soccer
4,202607,55.566,0,-1.0,Soccer
4,202607,37.0805,0,-1.0,Soccer
4,202607,62.1893,0,-1.0,Soccer
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,23.4053,0,-1.0,Soccer
4,202607,4.059,1,3.059,Soccer
4,202607,115.3622,1,114.3622,Soccer
4,202607,3.075,1,2.075,Soccer
4,202607,1.79,0,-1.0,Soccer
4,202607,4.137,1,3.1369999999999996,Soccer
4,202607,6.4834,1,5.4834,Soccer
4,202607,1.65,1,0.6499999999999999,Tennis
4,202607,48.9931,0,-1.0,Soccer
4,202607,58.8159,1,57.8159,Soccer
4,202607,2.0,1,1.0,Soccer
4,202607,55.8751,1,54.8751,Soccer
4,202607,50.944,0,-1.0,Soccer
4,202607,38.2912,0,-1.0,Soccer
4,202607,42.3736,0,-1.0,Soccer
4,202607,1.81,1,0.81,Soccer
4,202607,1.84,1,0.8400000000000001,Soccer
4,202607,2.0,1,1.0,Soccer
4,202607,1.7,1,0.7,Soccer
4,202607,2.15,1,1.15,CS2
4,202607,1.81,0,-1.0,Basketball
4,202607,1.87,0,-1.0,Soccer
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,1.6,1,0.6000000000000001,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,1.6,1,0.6000000000000001,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,1.58,1,0.5800000000000001,Soccer
4,202607,2.0,1,1.0,Soccer
4,202607,1.81,0,-1.0,Basketball
4,202607,4.9691,0,-1.0,Soccer
4,202607,1.58,1,0.5800000000000001,Soccer
4,202607,2.0,1,1.0,Soccer
4,202607,45.4545,0,-1.0,Soccer
4,202607,1.25,1,0.25,Tennis
4,202607,1.85,0,-1.0,Soccer
4,202607,1.47,1,0.47,Soccer
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,2.15,0,-1.0,Tennis
4,202607,1.6,1,0.6000000000000001,Soccer
4,202607,1.98,1,0.98,Dota 2
4,202607,1.83,1,0.8300000000000001,Basketball
4,202607,2.0,1,1.0,Soccer
4,202607,1.86,0,-1.0,Soccer
4,202607,45.0,0,-1.0,Soccer
4,202607,2.05,0,-1.0,Tennis
4,202607,3.2922,0,-1.0,Soccer
4,202607,3.0132,0,-1.0,Soccer
4,202607,2.1,1,1.1,League of Legends
4,202607,1.8,1,0.8,Soccer
4,202607,1.9,0,-1.0,Soccer
4,202607,3.2175,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,101.0176,0,-1.0,Soccer
4,202607,2.0,1,1.0,Tennis
4,202607,33.5382,0,-1.0,Soccer
4,202607,33.725,0,-1.0,Soccer
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,1.86,0,-1.0,Soccer
4,202607,5.1975,1,4.1975,Soccer
4,202607,1.45,1,0.44999999999999996,Tennis
4,202607,1.79,0,-1.0,Soccer
4,202607,1.65,0,-1.0,Table Tennis
4,202607,1.78,0,-1.0,CS2
4,202607,23.8106,0,-1.0,Soccer
4,202607,4.743,0,-1.0,Soccer
4,202607,4.34,1,3.34,Soccer
4,202607,1.95,0,-1.0,Tennis
4,202607,7.5952,1,6.5952,Soccer
4,202607,6.4018,0,-1.0,Soccer
4,202607,2.01,0,-1.0,Soccer
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,24.948,0,-1.0,Soccer
4,202607,40.324,0,-1.0,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,24.3248,0,-1.0,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,1.6,1,0.6000000000000001,Soccer
4,202607,1.95,0,-1.0,Soccer
4,202607,6.71,0,-1.0,Soccer
4,202607,2.05,0,-1.0,Tennis
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,20.646,0,-1.0,Soccer
4,202607,30.3157,0,-1.0,Soccer
4,202607,1.71,1,0.71,Soccer
4,202607,4.7644,0,-1.0,Soccer
4,202607,2.15,0,-1.0,Tennis
4,202607,1.86,0,-1.0,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,2.1,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,2.0,1,1.0,Tennis
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,4.5,0,-1.0,Basketball
4,202607,63.8016,0,-1.0,League of Legends
4,202607,2.2,0,-1.0,Tennis
4,202607,22.7402,0,-1.0,Soccer
4,202607,578.2965,0,-1.0,Soccer
4,202607,547.0581,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Tennis
4,202607,53.2846,0,-1.0,Soccer
4,202607,53.2846,0,-1.0,Soccer
4,202607,29.439,0,-1.0,Soccer
4,202607,33.5813,0,-1.0,Soccer
4,202607,1.22,1,0.21999999999999997,Cricket
4,202607,2.0,0,-1.0,Soccer
4,202607,1.8,0,-1.0,Soccer
4,202607,42.0266,0,-1.0,Soccer
4,202607,20.097,0,-1.0,Soccer
4,202607,1.84,0,-1.0,Soccer
4,202607,3.128,0,-1.0,Soccer
4,202607,158.5007,0,-1.0,Soccer
4,202607,147.7434,0,-1.0,Soccer
4,202607,119.0403,0,-1.0,Soccer
4,202607,151.7199,0,-1.0,Soccer
4,202607,79.4345,0,-1.0,Soccer
4,202607,1.3,1,0.30000000000000004,Tennis
4,202607,1.41,1,0.4099999999999999,Soccer
4,202607,2.8,1,1.7999999999999998,League of Legends
4,202607,1.75,0,-1.0,Soccer
4,202607,112.572,0,-1.0,Soccer
4,202607,104.139,0,-1.0,Soccer
4,202607,108.6668,0,-1.0,Soccer
4,202607,120.0768,0,-1.0,Soccer
4,202607,61.4893,0,-1.0,Soccer
4,202607,1.85,1,0.8500000000000001,CS2
4,202607,1.45,1,0.44999999999999996,Table Tennis
4,202607,1.48,1,0.48,CS2
4,202607,1.65,1,0.6499999999999999,Tennis
4,202607,1.7,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.62,1,0.6200000000000001,League of Legends
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,85.5879,0,-1.0,Soccer
4,202607,1.78,0,-1.0,League of Legends
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,77.8208,0,-1.0,Soccer
4,202607,2.08,0,-1.0,Soccer
4,202607,1.5,0,-1.0,Table Tennis
4,202607,31.6875,0,-1.0,Soccer
4,202607,1.65,1,0.6499999999999999,CS2
4,202607,1.89,1,0.8899999999999999,Soccer
4,202607,88.6414,1,87.6414,CS2
4,202607,1.74,0,-1.0,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,7.0324,1,6.0324,Soccer
4,202607,1.58,0,-1.0,Tennis
4,202607,1.83,0,-1.0,Soccer
4,202607,1.75,1,0.75,Tennis
4,202607,3.043,0,-1.0,Soccer
4,202607,1.81,1,0.81,Soccer
4,202607,1.55,0,-1.0,Soccer
4,202607,2.0,0,-1.0,CS2
4,202607,49.4974,0,-1.0,Soccer
4,202607,45.1594,0,-1.0,Soccer
4,202607,59.0734,0,-1.0,Soccer
4,202607,65.2453,0,-1.0,Soccer
4,202607,38.2886,0,-1.0,Soccer
4,202607,80.2555,0,-1.0,Soccer
4,202607,1.58,0,-1.0,Tennis
4,202607,74.4576,0,-1.0,Soccer
4,202607,179.9363,0,-1.0,Soccer
4,202607,2.0,1,1.0,Soccer
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,80.4097,0,-1.0,Soccer
4,202607,58.7994,0,-1.0,Soccer
4,202607,1.83,0,-1.0,Soccer
4,202607,4.6644,0,-1.0,Soccer
4,202607,1.65,1,0.6499999999999999,Soccer
4,202607,1.65,1,0.6499999999999999,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,2.09,0,-1.0,Soccer
4,202607,1.82,0,-1.0,Soccer
4,202607,45.5575,0,-1.0,Soccer
4,202607,36.932,0,-1.0,Soccer
4,202607,42.0331,0,-1.0,Soccer
4,202607,39.6374,0,-1.0,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,1.45,1,0.44999999999999996,Soccer
4,202607,1.35,1,0.3500000000000001,Soccer
4,202607,1.45,1,0.44999999999999996,Soccer
4,202607,5.709,0,-1.0,Soccer
4,202607,1.38,1,0.3799999999999999,CS2
4,202607,1.95,0,-1.0,Tennis
4,202607,34.0387,0,-1.0,Soccer
4,202607,1.7,0,-1.0,Soccer
4,202607,1.92,0,-1.0,Soccer
4,202607,61.9032,0,-1.0,Soccer
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,64.9311,0,-1.0,Soccer
4,202607,58.4834,0,-1.0,Soccer
4,202607,55.7562,0,-1.0,Soccer
4,202607,53.5635,0,-1.0,Soccer
4,202607,8.4872,0,-1.0,Soccer
4,202607,3.2005,0,-1.0,Soccer
4,202607,55.1438,0,-1.0,Soccer
4,202607,57.5414,0,-1.0,Soccer
4,202607,41.7457,0,-1.0,Soccer
4,202607,40.0063,0,-1.0,Soccer
4,202607,25.728,0,-1.0,Soccer
4,202607,1.7,1,0.7,Soccer
4,202607,1.86,0,-1.0,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,1.86,0,-1.0,Soccer
4,202607,33.8368,0,-1.0,Soccer
4,202607,132.2965,0,-1.0,Soccer
4,202607,1.95,1,0.95,Soccer
4,202607,2.0,1,1.0,Soccer
4,202607,2.0,1,1.0,Soccer
4,202607,2.0,1,1.0,Soccer
4,202607,1.86,0,-1.0,Soccer
4,202607,4.5,1,3.5,Soccer
4,202607,1.95,1,0.95,Soccer
4,202607,4.5825,0,-1.0,Soccer
4,202607,1.89,0,-1.0,Soccer
4,202607,1.88,0,-1.0,Soccer
4,202607,1.95,1,0.95,Soccer
4,202607,1.9,0,-1.0,Soccer
4,202607,1.88,0,-1.0,Soccer
4,202607,63.9027,0,-1.0,Tennis
4,202607,1.35,1,0.3500000000000001,CS2
4,202607,1.35,1,0.3500000000000001,CS2
4,202607,2.05,0,-1.0,Soccer
4,202607,1.65,0,-1.0,Tennis
4,202607,1.88,1,0.8799999999999999,CS2
4,202607,94.1577,0,-1.0,Soccer
4,202607,24.3461,0,-1.0,Soccer
4,202607,1.88,0,-1.0,Soccer
4,202607,1.35,1,0.3500000000000001,Soccer
4,202607,1.88,0,-1.0,Soccer
4,202607,69.6962,0,-1.0,Soccer
4,202607,66.5813,0,-1.0,Soccer
4,202607,67.2934,0,-1.0,Soccer
4,202607,70.9448,0,-1.0,Soccer
4,202607,62.7589,0,-1.0,Soccer
4,202607,59.954,0,-1.0,Soccer
4,202607,58.9973,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,61.7574,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.95,1,0.95,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.83,0,-1.0,Soccer
4,202607,1.83,0,-1.0,Soccer
4,202607,1.83,0,-1.0,Soccer
4,202607,16.3746,0,-1.0,Soccer
4,202607,1.35,1,0.3500000000000001,Tennis
4,202607,2.85,0,-1.0,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,45.747,0,-1.0,Soccer
4,202607,1.42,1,0.41999999999999993,Soccer
4,202607,1.4,0,-1.0,Tennis
4,202607,2.05,1,1.0499999999999998,Soccer
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,1.45,1,0.44999999999999996,Soccer
4,202607,4.0841,0,-1.0,Soccer
4,202607,6.475,0,-1.0,Soccer
4,202607,1.7,0,-1.0,Tennis
4,202607,1.45,1,0.44999999999999996,Soccer
4,202607,50.8365,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,28.4084,0,-1.0,Soccer
4,202607,1.5,1,0.5,Volleyball
4,202607,1.85,0,-1.0,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,24.7158,0,-1.0,Soccer
4,202607,97.9222,0,-1.0,Soccer
4,202607,68.0501,0,-1.0,Soccer
4,202607,96.9283,0,-1.0,Soccer
4,202607,73.173,0,-1.0,Soccer
4,202607,43.2048,0,-1.0,Soccer
4,202607,79.0481,0,-1.0,Soccer
4,202607,2.666,0,-1.0,Soccer
4,202607,1.95,0,-1.0,Soccer
4,202607,1.93,1,0.9299999999999999,Soccer
4,202607,5.676,0,-1.0,Soccer
4,202607,2.1,0,-1.0,Soccer
4,202607,3.0972,0,-1.0,Soccer
4,202607,1.42,1,0.41999999999999993,CS2
4,202607,76.4697,0,-1.0,Soccer
4,202607,75.4085,0,-1.0,Soccer
4,202607,59.4128,0,-1.0,Soccer
4,202607,2.0,1,1.0,Tennis
4,202607,43.7278,0,-1.0,Soccer
4,202607,2.3,1,1.2999999999999998,Tennis
4,202607,2.3,1,1.2999999999999998,Tennis
4,202607,1.45,1,0.44999999999999996,CS2
4,202607,62.1923,0,-1.0,Soccer
4,202607,1.85,1,0.8500000000000001,Tennis
4,202607,6.4225,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Handball
4,202607,2.15,1,1.15,Tennis
4,202607,1.75,0,-1.0,CS2
4,202607,1.4,1,0.3999999999999999,CS2
4,202607,63.2083,0,-1.0,Soccer
4,202607,1.45,1,0.44999999999999996,CS2
4,202607,70.4049,0,-1.0,Soccer
4,202607,1.81,0,-1.0,Soccer
4,202607,1.81,0,-1.0,Soccer
4,202607,1.9,1,0.8999999999999999,CS2
4,202607,1.9,1,0.8999999999999999,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,1.65,1,0.6499999999999999,Volleyball
4,202607,1.95,1,0.95,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,68.8624,0,-1.0,Soccer
4,202607,50.6827,0,-1.0,Soccer
4,202607,3.2,1,2.2,Soccer
4,202607,152.445,0,-1.0,Soccer
4,202607,4.76,0,-1.0,Soccer
4,202607,1.77,0,-1.0,Soccer
4,202607,1.6,1,0.6000000000000001,Soccer
4,202607,2.0,0,-1.0,Soccer
4,202607,4.475,1,3.4749999999999996,Soccer
4,202607,1.9,0,-1.0,Soccer
4,202607,1.7,1,0.7,Soccer
4,202607,1.48,1,0.48,CS2
4,202607,54.1581,0,-1.0,Soccer
4,202607,77.4012,0,-1.0,Soccer
4,202607,37.0804,0,-1.0,Soccer
4,202607,135.7827,0,-1.0,Soccer
4,202607,110.7473,0,-1.0,Soccer
4,202607,1.87,0,-1.0,Soccer
4,202607,2.05,0,-1.0,Soccer
4,202607,26.6681,0,-1.0,Soccer
4,202607,1.3,1,0.30000000000000004,Soccer
4,202607,3.458,0,-1.0,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,2.55,1,1.5499999999999998,Soccer
4,202607,1.35,0,-1.0,Tennis
4,202607,1.4,0,-1.0,Tennis
4,202607,59.7186,0,-1.0,Soccer
4,202607,9.515,0,-1.0,Soccer
4,202607,1.88,1,0.8799999999999999,Soccer
4,202607,73.9656,0,-1.0,Soccer
4,202607,38.7254,0,-1.0,Soccer
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,93.9295,0,-1.0,Soccer
4,202607,1.72,1,0.72,Soccer
4,202607,1.4,1,0.3999999999999999,Tennis
4,202607,2.05,1,1.0499999999999998,Soccer
4,202607,13.3333,0,-1.0,Soccer
4,202607,1.85,1,0.8500000000000001,Soccer
4,202607,1.55,1,0.55,Soccer
4,202607,1.75,0,-1.0,Soccer
4,202607,1.45,0,-1.0,Cricket
4,202607,1.7,1,0.7,Soccer
4,202607,2.0,0,-1.0,Tennis
4,202607,1.48,1,0.48,CS2
4,202607,1.3,1,0.30000000000000004,Tennis
4,202607,1.3,1,0.30000000000000004,Tennis
4,202607,2.05,0,-1.0,Soccer
4,202607,1.85,0,-1.0,Soccer
4,202607,1.65,1,0.6499999999999999,CS2
4,202607,1.8,0,-1.0,Soccer
4,202607,1.55,1,0.55,Soccer
4,202607,6.7185,0,-1.0,Basketball
4,202607,1.6,1,0.6000000000000001,Soccer
4,202607,1.75,1,0.75,Soccer
4,202607,1.6,1,0.6000000000000001,Soccer
4,202607,1.35,1,0.3500000000000001,Soccer
4,202607,1.35,1,0.3500000000000001,Soccer
4,202607,35.442,0,-1.0,Soccer
4,202607,1.7,1,0.7,Soccer
4,202607,1.95,1,0.95,Soccer
4,202607,27.3137,0,-1.0,Soccer
4,202607,1.8,1,0.8,Soccer
4,202607,7.25,0,-1.0,Soccer
4,202607,1.7,0,-1.0,Soccer
