iter	Passed	Remaining
0	6	2062
1	9	1344
2	11	1102
3	13	1017
4	15	939
5	17	853
6	19	797
7	20	762
8	23	744
9	25	752
10	28	757
11	30	730
12	32	708
13	33	693
14	35	678
15	37	668
16	40	681
17	44	694
18	46	692
19	48	681
20	51	680
21	53	677
22	55	674
23	57	664
24	59	652
25	61	649
26	63	644
27	66	641
28	68	639
29	70	632
30	71	622
31	73	614
32	75	607
33	77	602
34	79	601
35	81	597
36	83	591
37	84	585
38	86	581
39	88	575
40	90	569
41	92	565
42	94	566
43	96	562
44	98	557
45	99	551
46	101	547
47	103	543
48	105	538
49	107	537
50	109	533
51	110	528
52	112	523
53	113	518
54	115	515
55	117	510
56	118	506
57	120	503
58	122	499
59	123	495
60	125	491
61	127	488
62	129	486
63	131	483
64	132	480
65	134	476
66	136	473
67	137	470
68	140	469
69	142	466
70	145	468
71	147	465
72	149	463
73	151	461
74	153	459
75	155	457
76	156	454
77	158	451
78	161	450
79	163	449
80	165	446
81	166	443
82	168	439
83	170	437
84	171	434
85	174	433
86	177	434
87	179	431
88	180	428
89	183	427
90	185	425
91	186	422
92	188	419
93	190	417
94	192	415
95	194	413
96	196	411
97	198	409
98	201	408
99	203	406
100	205	403
101	207	403
102	210	402
103	213	401
104	215	399
105	217	397
106	220	397
107	223	397
108	226	396
109	230	397
110	232	395
111	234	394
112	236	391
113	240	392
114	242	389
115	243	386
116	245	384
117	247	382
118	249	379
119	251	376
120	253	374
121	256	374
122	259	373
123	262	372
124	264	370
125	267	369
126	269	367
127	271	365
128	274	363
129	275	360
130	280	361
131	282	359
132	284	357
133	286	355
134	289	353
135	291	351
136	292	348
137	294	346
138	298	345
139	303	346
140	306	345
141	308	342
142	309	340
143	312	338
144	314	335
145	316	333
146	319	332
147	322	330
148	324	328
149	325	325
150	327	323
151	329	320
152	331	318
153	333	315
154	335	313
155	337	311
156	339	308
157	340	306
158	342	303
159	344	301
160	346	299
161	349	297
162	351	295
163	352	292
164	354	290
165	356	288
166	359	285
167	362	284
168	364	282
169	366	280
170	369	278
171	371	276
172	372	273
173	375	271
174	377	269
175	381	268
176	384	267
177	386	265
178	388	262
179	390	260
180	393	258
181	395	256
182	397	253
183	399	251
184	401	249
185	403	247
186	405	245
187	407	242
188	409	240
189	412	238
190	414	236
191	417	235
192	421	233
193	423	231
194	425	229
195	427	227
196	430	225
197	435	224
198	437	222
199	439	219
200	441	217
201	443	215
202	445	212
203	446	210
204	449	208
205	450	205
206	452	203
207	455	201
208	458	199
209	460	197
210	463	195
211	466	193
212	469	191
213	471	189
214	474	187
215	476	185
216	479	183
217	481	181
218	483	178
219	485	176
220	487	174
221	492	172
222	493	170
223	495	168
224	497	165
225	499	163
226	500	161
227	503	158
228	505	156
229	509	154
230	512	153
231	515	151
232	518	149
233	521	146
234	523	144
235	526	142
236	529	140
237	533	138
238	535	136
239	537	134
240	539	132
241	541	129
242	543	127
243	546	125
244	548	123
245	550	120
246	552	118
247	554	116
248	555	113
249	557	111
250	560	109
251	564	107
252	566	105
253	568	102
254	571	100
255	573	98
256	575	96
257	579	94
258	581	92
259	585	90
260	588	87
261	591	85
262	594	83
263	597	81
264	600	79
265	603	77
266	606	74
267	609	72
268	614	70
269	616	68
270	619	66
271	621	63
272	624	61
273	626	59
274	629	57
275	632	54
276	638	52
277	641	50
278	645	48
279	648	46
280	650	43
281	651	41
282	654	39
283	657	37
284	660	34
285	663	32
286	665	30
287	668	27
288	672	25
289	675	23
290	678	20
291	681	18
292	684	16
293	687	14
294	689	11
295	692	9
296	695	7
297	699	4
298	700	2
299	703	0
