iter	Logloss
0	0.6573210337
1	0.6313869495
2	0.6150344143
3	0.6006383559
4	0.5900620991
5	0.5832564382
6	0.5779766085
7	0.5752064529
8	0.5731383321
9	0.5712523228
10	0.568951727
11	0.566830628
12	0.5658460359
13	0.5654826648
14	0.5648348261
15	0.5630677052
16	0.5622589063
17	0.5615182972
18	0.5612982668
19	0.5599881213
20	0.5594329507
21	0.5589472658
22	0.5581447309
23	0.5573155173
24	0.5571420888
25	0.5567464449
26	0.5562358889
27	0.5554015113
28	0.5548620957
29	0.554417596
30	0.5543043368
31	0.5541116539
32	0.5539257043
33	0.5533933946
34	0.5531106596
35	0.5529774771
36	0.5527931451
37	0.552705038
38	0.5524457899
39	0.5520114231
40	0.5518809474
41	0.551644378
42	0.5515122624
43	0.5510592075
44	0.5510212057
45	0.550851606
46	0.5506611228
47	0.5504049234
48	0.5502576495
49	0.5501046388
50	0.5499511343
51	0.5497630426
52	0.5497327591
53	0.5495094583
54	0.5494058643
55	0.5493426306
56	0.5492399068
57	0.5492052592
58	0.5490622843
59	0.5490085106
60	0.5489742744
61	0.5488986066
62	0.5485690246
63	0.5482090861
64	0.5479826664
65	0.5479041169
66	0.5478249668
67	0.5477130563
68	0.5475601309
69	0.5475187902
70	0.5474221501
71	0.5472572112
72	0.5471191181
73	0.5469881807
74	0.5468325007
75	0.5467433402
76	0.5463529352
77	0.5462722464
78	0.5460252261
79	0.5457720709
80	0.5456715553
81	0.545289114
82	0.5451642353
83	0.5449335078
84	0.5447864947
85	0.5444877157
86	0.5442438469
87	0.544078049
88	0.5438110019
89	0.5436374142
90	0.5434273475
