iter	Passed	Remaining
0	4	990
1	7	777
2	11	727
3	13	673
4	16	642
5	19	630
6	22	611
7	25	600
8	27	593
9	30	582
10	33	568
11	35	558
12	38	550
13	41	546
14	43	541
15	46	540
16	49	534
17	52	527
18	55	527
19	58	522
20	60	518
21	63	513
22	65	507
23	71	523
24	74	518
25	76	514
26	79	510
27	82	508
28	85	504
29	88	499
30	90	493
31	93	489
32	96	486
33	98	482
34	101	478
35	104	474
36	106	471
37	109	468
38	112	464
39	115	461
40	118	458
41	120	454
42	123	450
43	126	447
44	128	443
45	131	440
46	134	437
47	136	433
48	139	429
49	142	426
50	145	424
51	147	420
52	150	417
53	153	414
54	155	410
55	158	408
56	161	404
57	163	401
58	166	398
59	169	395
60	172	392
61	174	389
62	177	386
63	180	383
64	185	385
65	189	384
66	192	381
67	197	382
68	199	379
69	202	376
70	205	373
71	208	370
72	211	368
73	214	365
74	217	362
75	220	358
76	223	356
77	226	353
78	228	350
79	231	347
80	234	344
81	237	341
82	240	338
83	242	335
84	245	332
85	248	328
86	250	325
87	253	322
88	256	319
89	258	316
90	261	313
91	264	310
92	266	307
93	270	305
94	273	302
95	276	299
96	279	296
97	282	293
98	285	290
99	287	287
100	290	284
101	293	281
102	295	278
103	298	275
104	301	272
105	303	269
106	306	266
107	309	263
108	311	260
109	314	257
110	317	254
111	320	251
112	322	248
113	325	245
114	328	242
115	331	239
116	333	236
117	336	233
118	340	231
119	345	230
120	349	228
121	352	225
122	355	222
123	360	220
124	363	218
125	366	215
126	369	212
127	372	209
128	375	206
129	377	203
130	380	200
131	383	197
132	386	194
133	388	191
134	391	188
135	394	185
136	397	182
137	399	179
138	402	176
139	405	173
140	407	170
141	410	167
142	413	164
143	416	161
144	418	158
145	421	155
146	424	152
147	427	150
148	430	147
149	434	144
150	437	141
151	440	138
152	444	136
153	446	133
154	449	130
155	452	127
156	455	124
157	458	121
158	462	119
159	465	116
160	467	113
161	470	110
162	474	107
163	477	104
164	480	101
165	483	98
166	486	96
167	488	93
168	491	90
169	494	87
170	497	84
171	500	81
172	503	78
173	506	75
174	508	72
175	511	69
176	514	66
177	516	63
178	519	60
179	522	58
180	525	55
181	528	52
182	530	49
183	533	46
184	535	43
185	538	40
186	541	37
187	544	34
188	547	31
189	550	28
190	553	26
191	556	23
192	559	20
193	562	17
194	565	14
195	568	11
196	571	8
197	575	5
198	578	2
199	580	0
