iter	Passed	Remaining
0	18	5691
1	35	5375
2	51	5174
3	67	5084
4	86	5198
5	108	5406
6	123	5257
7	141	5246
8	158	5209
9	173	5112
10	192	5138
11	207	5068
12	227	5105
13	241	5023
14	255	4942
15	271	4912
16	288	4893
17	296	4719
18	315	4754
19	333	4755
20	349	4729
21	368	4745
22	384	4716
23	402	4712
24	417	4672
25	433	4655
26	452	4655
27	469	4645
28	486	4627
29	503	4611
30	519	4596
31	543	4634
32	557	4597
33	575	4588
34	593	4577
35	609	4552
36	626	4538
37	643	4520
38	658	4488
39	673	4465
40	694	4469
41	706	4421
42	725	4418
43	740	4395
44	757	4377
45	777	4379
46	796	4369
47	810	4340
48	830	4339
49	847	4320
50	866	4314
51	887	4315
52	905	4303
53	922	4287
54	937	4260
55	953	4239
56	969	4219
57	985	4198
58	1002	4180
59	1018	4159
60	1034	4137
61	1052	4124
62	1069	4106
63	1089	4103
64	1110	4100
65	1119	4052
66	1134	4030
67	1153	4018
68	1170	4001
69	1184	3975
70	1204	3969
71	1222	3955
72	1237	3933
73	1254	3915
74	1271	3900
75	1290	3888
76	1313	3887
77	1330	3872
78	1350	3862
79	1364	3838
80	1381	3820
81	1396	3798
82	1414	3782
83	1429	3761
84	1441	3731
85	1458	3715
86	1475	3697
87	1491	3677
88	1508	3661
89	1527	3647
90	1543	3629
91	1548	3584
92	1566	3571
93	1583	3555
94	1594	3523
95	1610	3505
96	1628	3491
97	1642	3469
98	1657	3448
99	1675	3434
100	1693	3420
101	1713	3410
102	1728	3388
103	1751	3386
104	1765	3363
105	1782	3346
106	1800	3331
107	1817	3315
108	1823	3278
109	1841	3263
110	1856	3245
111	1874	3229
112	1894	3219
113	1907	3195
114	1925	3180
115	1945	3169
116	1960	3149
117	1975	3129
118	1990	3111
119	2008	3096
120	2015	3064
121	2031	3047
122	2048	3031
123	2064	3014
124	2085	3003
125	2102	2986
126	2118	2968
127	2135	2953
128	2151	2934
129	2168	2919
130	2182	2898
131	2196	2878
132	2213	2862
133	2230	2846
134	2250	2833
135	2269	2819
136	2283	2800
137	2298	2781
138	2317	2767
139	2333	2750
140	2348	2731
141	2363	2712
142	2380	2697
143	2397	2680
144	2417	2667
145	2437	2654
146	2453	2637
147	2472	2622
148	2488	2605
149	2507	2590
150	2523	2573
151	2539	2555
152	2552	2535
153	2570	2520
154	2586	2502
155	2600	2483
156	2618	2468
157	2633	2450
158	2647	2431
159	2663	2414
160	2677	2394
161	2695	2379
162	2713	2363
163	2732	2349
164	2749	2332
165	2762	2313
166	2774	2292
167	2793	2277
168	2808	2260
169	2826	2244
170	2841	2226
171	2858	2210
172	2878	2196
173	2898	2182
174	2916	2166
175	2933	2150
176	2951	2134
177	2970	2119
178	2985	2101
179	3006	2088
180	3032	2077
181	3048	2060
182	3070	2046
183	3087	2030
184	3103	2012
185	3119	1995
186	3134	1977
187	3161	1967
188	3178	1951
189	3194	1933
190	3211	1916
191	3225	1898
192	3243	1882
193	3261	1866
194	3279	1849
195	3298	1834
196	3317	1818
197	3335	1802
198	3350	1784
199	3367	1768
200	3384	1751
201	3401	1734
202	3418	1717
203	3430	1698
204	3444	1680
205	3459	1662
206	3476	1645
207	3492	1628
208	3510	1612
209	3533	1598
210	3563	1587
211	3586	1573
212	3606	1557
213	3629	1543
214	3648	1527
215	3668	1511
216	3688	1495
217	3716	1483
218	3735	1466
219	3751	1449
220	3769	1432
221	3787	1415
222	3802	1398
223	3820	1381
224	3835	1363
225	3851	1346
226	3869	1329
227	3885	1312
228	3898	1293
229	3920	1278
230	3934	1260
231	3951	1243
232	3965	1225
233	3981	1207
234	3997	1190
235	4011	1172
236	4025	1154
237	4044	1138
238	4068	1123
239	4084	1106
240	4100	1089
241	4117	1072
242	4137	1055
243	4153	1038
244	4174	1022
245	4190	1005
246	4204	987
247	4219	969
248	4238	953
249	4256	936
250	4269	918
251	4290	902
252	4305	884
253	4331	869
254	4349	852
255	4377	837
256	4397	821
257	4417	804
258	4438	788
259	4458	771
260	4484	755
261	4502	739
262	4521	722
263	4538	704
264	4555	687
265	4567	669
266	4585	652
267	4599	635
268	4616	617
269	4633	600
270	4648	583
271	4662	565
272	4673	547
273	4690	530
274	4705	513
275	4723	496
276	4742	479
277	4757	462
278	4778	445
279	4797	428
280	4817	411
281	4833	394
282	4850	377
283	4869	360
284	4881	342
285	4896	325
286	4913	308
287	4928	290
288	4949	274
289	4964	256
290	4978	239
291	4998	222
292	5016	205
293	5035	188
294	5049	171
295	5064	153
296	5080	136
297	5097	119
298	5111	102
299	5132	85
300	5156	68
301	5170	51
302	5187	34
303	5206	17
304	5220	0
