iter	Logloss
0	0.6656301921
1	0.6425129237
2	0.623738418
3	0.6049524513
4	0.5880077389
5	0.577503262
6	0.5673709081
7	0.5596076192
8	0.5518262878
9	0.5453451007
10	0.540928498
11	0.5355527835
12	0.5305948108
13	0.5270020401
14	0.5228833929
15	0.518835944
16	0.5161670472
17	0.5128077608
18	0.5097185291
19	0.5068305749
20	0.5036235651
21	0.5019050482
22	0.5003558087
23	0.4973808378
24	0.4954054844
25	0.4932660348
26	0.4911317645
27	0.4893912514
28	0.4880709462
29	0.4870270727
30	0.4853433933
31	0.4839576907
32	0.4825264755
33	0.480815669
34	0.4797358115
35	0.4781559573
36	0.4759288256
37	0.4747855468
38	0.4727724707
39	0.4714736277
40	0.4703637097
41	0.4694448287
42	0.4683518457
43	0.4669071625
44	0.4660334978
45	0.4648586761
46	0.464169962
47	0.463179952
48	0.4615932181
49	0.4599830084
50	0.4584263356
51	0.4578981953
52	0.4561196245
53	0.4554705391
54	0.4547558189
55	0.4536699844
56	0.4522878422
57	0.4512802241
58	0.4504585219
59	0.4496233143
60	0.44872377
61	0.4477567032
62	0.4468691238
63	0.4458691439
64	0.4448183878
65	0.4433051581
66	0.4422388664
67	0.4414090219
68	0.4405267146
69	0.4394332243
70	0.4386805835
71	0.4377956879
72	0.4368556791
73	0.4354001342
74	0.4349334056
75	0.4335182022
76	0.4326071759
77	0.4321647491
78	0.4313010855
79	0.4306462829
80	0.4298293228
81	0.4288985971
82	0.4284792563
83	0.4268052646
84	0.4257637335
85	0.4251665209
86	0.4242795148
87	0.4235461313
88	0.4227444916
89	0.4221235103
90	0.4214181194
91	0.4209736529
92	0.4204332922
93	0.4197302802
94	0.4190502232
95	0.4180997472
96	0.4175109347
97	0.4170634346
98	0.4163193587
99	0.4155930275
100	0.4149846655
101	0.4139277874
102	0.4134622706
103	0.4130359359
104	0.4119689863
105	0.4115068267
106	0.4107582336
107	0.4103061885
108	0.4095200187
109	0.4091436599
110	0.4087622605
111	0.4084207036
112	0.4079163327
113	0.4072854078
114	0.40713372
115	0.4062338981
116	0.4056606513
117	0.4051689391
118	0.4044340391
119	0.4037150492
120	0.403031448
121	0.402517974
122	0.4022390406
123	0.4016053719
124	0.4004639079
125	0.400217354
126	0.3999179403
127	0.39920538
128	0.3991322829
129	0.3974112839
130	0.3966490254
131	0.3962865121
132	0.3952409743
133	0.3945381696
134	0.3942846461
135	0.3938330587
136	0.3930248816
137	0.3918659236
138	0.3910657542
139	0.3906844738
140	0.3898741398
141	0.3897060537
142	0.3886849333
143	0.3885284967
144	0.38760359
145	0.3871798036
146	0.3857291655
147	0.3851682381
