iter	Passed	Remaining
0	24	12383
1	48	12042
2	72	12086
3	99	12334
4	123	12273
5	146	12050
6	167	11773
7	189	11633
8	209	11431
9	234	11498
10	254	11303
11	282	11480
12	305	11443
13	322	11178
14	341	11051
15	362	10956
16	379	10774
17	407	10913
18	433	10978
19	453	10884
20	472	10767
21	488	10605
22	509	10573
23	529	10508
24	547	10401
25	564	10292
26	586	10269
27	603	10175
28	622	10105
29	642	10061
30	660	9993
31	675	9881
32	693	9810
33	712	9765
34	730	9710
35	750	9672
36	772	9668
37	792	9633
38	815	9640
39	835	9610
40	855	9581
41	872	9519
42	889	9452
43	906	9398
44	924	9344
45	941	9288
46	960	9252
47	981	9238
48	1005	9257
49	1025	9229
50	1047	9225
51	1069	9212
52	1090	9199
53	1107	9143
54	1126	9114
55	1142	9057
56	1162	9032
57	1179	8991
58	1201	8981
59	1218	8936
60	1236	8902
61	1252	8849
62	1274	8840
63	1295	8827
64	1303	8725
65	1330	8751
66	1353	8750
67	1374	8730
68	1397	8732
69	1417	8705
70	1438	8689
71	1456	8660
72	1475	8630
73	1495	8606
74	1519	8609
75	1540	8593
76	1559	8565
77	1578	8540
78	1594	8498
79	1618	8497
80	1639	8482
81	1657	8447
82	1676	8423
83	1695	8394
84	1713	8366
85	1734	8349
86	1750	8311
87	1777	8321
88	1809	8355
89	1833	8352
90	1853	8329
91	1875	8317
92	1895	8294
93	1916	8278
94	1940	8273
95	1961	8256
96	1982	8236
97	2014	8265
98	2043	8275
99	2076	8305
100	2100	8296
101	2173	8481
102	2206	8502
103	2229	8490
104	2251	8468
105	2268	8433
106	2288	8405
107	2305	8368
108	2328	8353
109	2350	8334
110	2372	8315
111	2390	8280
112	2409	8253
113	2428	8222
114	2447	8193
115	2465	8160
116	2486	8141
117	2506	8115
118	2529	8099
119	2560	8107
120	2594	8126
121	2611	8091
122	2641	8096
123	2662	8074
124	2689	8068
125	2712	8051
126	2744	8061
127	2767	8042
128	2786	8013
129	2815	8013
130	2851	8032
131	2881	8031
132	2906	8018
133	2937	8023
134	2971	8032
135	3004	8041
136	3038	8051
137	3069	8051
138	3099	8049
139	3126	8038
140	3149	8019
141	3171	7996
142	3192	7970
143	3212	7943
144	3228	7904
145	3253	7889
146	3279	7874
147	3304	7860
148	3324	7832
149	3345	7806
150	3365	7778
151	3389	7760
152	3416	7748
153	3434	7716
154	3458	7697
155	3480	7675
156	3509	7667
157	3530	7641
158	3550	7614
159	3572	7590
160	3591	7563
161	3614	7541
162	3642	7530
163	3665	7509
164	3690	7493
165	3713	7472
166	3737	7451
167	3762	7436
168	3782	7409
169	3808	7393
170	3827	7364
171	3855	7351
172	3878	7330
173	3897	7301
174	3921	7282
175	3941	7256
176	3964	7234
177	3989	7217
178	4017	7205
179	4041	7185
180	4064	7163
181	4093	7152
182	4123	7142
183	4146	7121
184	4174	7107
185	4199	7089
186	4226	7074
187	4249	7052
188	4275	7034
189	4299	7015
190	4321	6991
191	4339	6960
192	4392	6987
193	4429	6986
194	4471	6993
195	4502	6982
196	4533	6972
197	4555	6948
198	4575	6920
199	4597	6896
200	4615	6865
201	4634	6837
202	4657	6814
203	4677	6787
204	4700	6764
205	4726	6745
206	4749	6722
207	4770	6697
208	4802	6686
209	4820	6656
210	4846	6637
211	4879	6628
212	4917	6625
213	4952	6619
214	4988	6612
215	5033	6618
216	5083	6629
217	5128	6634
218	5158	6619
219	5185	6599
220	5211	6579
221	5236	6557
222	5266	6541
223	5289	6517
224	5310	6490
225	5330	6462
226	5346	6430
227	5365	6400
228	5389	6378
229	5423	6366
230	5445	6340
231	5466	6315
232	5503	6306
233	5532	6289
234	5561	6271
235	5584	6246
236	5614	6229
237	5638	6206
238	5665	6186
239	5696	6171
240	5721	6148
241	5745	6125
242	5777	6110
243	5807	6093
244	5842	6080
245	5873	6064
246	5896	6039
247	5919	6015
248	5962	6010
249	6019	6019
250	6042	5994
251	6070	5973
252	6091	5946
253	6109	5917
254	6130	5890
255	6156	5867
256	6179	5842
257	6203	5818
258	6223	5790
259	6239	5759
260	6254	5727
261	6271	5697
262	6289	5667
263	6306	5637
264	6326	5610
265	6349	5586
266	6384	5571
267	6409	5548
268	6441	5531
269	6460	5503
270	6484	5479
271	6507	5454
272	6533	5432
273	6558	5409
274	6586	5389
275	6606	5361
276	6632	5339
277	6660	5318
278	6688	5298
279	6708	5270
280	6732	5247
281	6755	5222
282	6781	5199
283	6805	5176
284	6831	5153
285	6864	5136
286	6895	5117
287	6922	5095
288	6947	5072
289	6969	5047
290	6992	5021
291	7008	4992
292	7030	4967
293	7054	4943
294	7080	4920
295	7104	4896
296	7128	4872
297	7153	4848
298	7177	4825
299	7200	4800
300	7222	4775
301	7249	4752
302	7280	4733
303	7306	4710
304	7335	4690
305	7362	4667
306	7387	4644
307	7415	4622
308	7441	4599
309	7469	4577
310	7495	4555
311	7531	4538
312	7558	4515
313	7581	4491
314	7603	4465
315	7633	4444
316	7672	4429
317	7700	4407
318	7728	4385
319	7748	4358
320	7780	4338
321	7803	4313
322	7834	4293
323	7854	4266
324	7874	4239
325	7893	4213
326	7916	4188
327	7949	4168
328	7975	4145
329	8002	4122
330	8030	4100
331	8050	4073
332	8069	4046
333	8088	4020
334	8111	3995
335	8139	3973
336	8160	3947
337	8188	3924
338	8220	3904
339	8252	3883
340	8277	3859
341	8309	3838
342	8341	3818
343	8374	3797
344	8406	3776
345	8436	3754
346	8463	3731
347	8483	3705
348	8507	3680
349	8530	3656
350	8563	3635
351	8583	3608
352	8605	3583
353	8631	3559
354	8648	3532
355	8665	3505
356	8689	3480
357	8711	3455
358	8740	3432
359	8762	3407
360	8783	3381
361	8802	3355
362	8827	3331
363	8848	3305
364	8877	3283
365	8898	3257
366	8920	3232
367	8939	3206
368	8964	3182
369	8990	3158
370	9016	3135
371	9034	3108
372	9054	3083
373	9077	3058
374	9097	3032
375	9117	3006
376	9141	2982
377	9158	2955
378	9180	2931
379	9205	2907
380	9233	2883
381	9256	2859
382	9278	2834
383	9305	2810
384	9327	2786
385	9347	2760
386	9367	2735
387	9386	2709
388	9407	2684
389	9433	2660
390	9456	2636
391	9478	2611
392	9498	2586
393	9518	2560
394	9544	2537
395	9566	2512
396	9590	2488
397	9606	2461
398	9626	2436
399	9648	2412
400	9673	2388
401	9692	2362
402	9715	2338
403	9740	2314
404	9769	2291
405	9791	2267
406	9818	2243
407	9875	2226
408	9952	2214
409	9987	2192
410	10019	2169
411	10045	2145
412	10075	2122
413	10114	2100
414	10150	2078
415	10179	2055
416	10213	2032
417	10242	2009
418	10270	1985
419	10300	1962
420	10333	1939
421	10355	1914
422	10377	1889
423	10398	1863
424	10437	1841
425	10470	1818
426	10497	1794
427	10520	1769
428	10545	1745
429	10574	1721
430	10599	1696
431	10629	1673
432	10659	1649
433	10687	1625
434	10712	1600
435	10753	1578
436	10789	1555
437	10814	1530
438	10839	1506
439	10870	1482
440	10892	1457
441	10933	1434
442	10956	1409
443	10978	1384
444	11006	1360
445	11027	1335
446	11052	1310
447	11075	1285
448	11102	1261
449	11132	1236
450	11159	1212
451	11183	1187
452	11208	1162
453	11230	1137
454	11248	1112
455	11282	1088
456	11307	1063
457	11330	1039
458	11352	1014
459	11378	989
460	11403	964
461	11436	940
462	11461	915
463	11489	891
464	11521	867
465	11550	842
466	11576	818
467	11600	793
468	11638	769
469	11669	744
470	11699	720
471	11723	695
472	11747	670
473	11775	645
