iter	Logloss
0	0.646233669
1	0.6098139293
2	0.5862849552
3	0.5648914394
4	0.5389111292
5	0.5201066936
6	0.5071848171
7	0.4976525578
8	0.4861402992
9	0.4795271316
10	0.4703825514
11	0.4623330884
12	0.4587580867
13	0.4550487922
14	0.4505640797
15	0.4438538303
16	0.4410309296
17	0.4370294784
18	0.4346917861
19	0.430200933
20	0.4248552262
21	0.4219996709
22	0.4200450169
23	0.41885644
24	0.414363952
25	0.4132873302
26	0.4091158386
27	0.4081991339
28	0.4061670865
29	0.4032333884
30	0.4007105666
31	0.3988056563
32	0.3979455834
33	0.3947087813
34	0.3912672875
35	0.3893848172
36	0.3887886848
37	0.3876542305
38	0.3860622721
39	0.3846896862
40	0.3827846567
41	0.382485601
42	0.3791705824
43	0.3780682032
44	0.3766250289
45	0.375539746
46	0.3733989607
47	0.3727654929
48	0.370198952
49	0.3691816972
50	0.3680535595
51	0.3670967033
52	0.3654656483
53	0.3631360748
54	0.3626418305
55	0.3620227379
56	0.3613506762
57	0.3604278937
58	0.3590627012
59	0.3575565692
60	0.3571820695
61	0.3568792985
62	0.3563726335
63	0.3542984407
64	0.3520204546
65	0.3500437235
66	0.3485277683
67	0.3470838869
68	0.345349879
69	0.344754569
70	0.3431420875
71	0.3423243313
72	0.3412985172
73	0.3400947552
74	0.339090831
75	0.3384614043
76	0.3378102601
77	0.3371369689
78	0.3366793515
79	0.3359145216
80	0.334265023
81	0.3327201923
82	0.3317296537
83	0.3308425198
84	0.3297565564
85	0.3292980593
86	0.3286788863
87	0.3279004615
88	0.3268051534
89	0.325990745
90	0.3249145599
91	0.323994752
92	0.3228118586
93	0.3223042885
94	0.3210179199
95	0.3194092478
96	0.3186430167
97	0.3178588501
98	0.3169987955
99	0.316465852
100	0.3159487128
101	0.3141294778
102	0.313527694
103	0.312786364
104	0.3122422871
105	0.3110886468
106	0.3110809371
107	0.3102606378
108	0.3098609356
109	0.3089585934
110	0.3081292178
111	0.3073803455
112	0.3065434098
113	0.306193373
114	0.305546427
115	0.3055360195
116	0.3051504991
117	0.3044344476
118	0.3031720546
119	0.3021938931
120	0.3015330956
121	0.3012993749
122	0.2996267302
123	0.2988138516
124	0.2977495679
125	0.2969290078
126	0.2958161114
127	0.2949075271
128	0.2947279597
129	0.2943171235
130	0.294111899
131	0.2940919924
132	0.2936028402
133	0.2932351713
134	0.2922084395
135	0.2918340006
136	0.2914462829
137	0.2909463243
138	0.2899687953
139	0.2899502811
140	0.2880099309
141	0.287710936
142	0.2867236948
143	0.2860010661
144	0.2855977973
145	0.285129401
146	0.2845204489
147	0.2842955293
148	0.2837781943
149	0.2831090084
150	0.2824624762
151	0.2816685789
152	0.2804396231
153	0.2795651321
154	0.2788571818
155	0.2778973987
156	0.277203885
157	0.2762260963
158	0.2753439507
159	0.27460216
160	0.2739182251
161	0.2732213391
162	0.2726617309
163	0.2717159855
164	0.2710574744
165	0.2708284257
166	0.2703937226
167	0.2697296362
168	0.2691636081
169	0.2680676331
170	0.267569936
171	0.2670972947
172	0.266434051
173	0.2655350222
174	0.2651589574
175	0.2648301816
176	0.2639088576
177	0.2635559574
178	0.2631863439
179	0.2624046171
180	0.2621301809
181	0.2616429293
182	0.2609782671
183	0.2607660329
184	0.2607557124
185	0.2599511388
186	0.2594731937
187	0.258874591
188	0.2582410663
189	0.25752434
190	0.2572993714
191	0.2560961185
192	0.2553640174
193	0.2550781309
194	0.2546027651
195	0.2538691864
196	0.2531227439
197	0.2528836258
198	0.2520772286
199	0.2517883761
200	0.2512534193
201	0.2506897649
202	0.2497218251
203	0.2491569066
204	0.2486281878
205	0.248607214
206	0.2483354892
207	0.2474686173
208	0.2473224256
209	0.2469165706
210	0.2462947109
211	0.2462797527
212	0.2459476075
213	0.2455708853
214	0.2448486082
215	0.2441006686
216	0.2432861415
217	0.2428167482
218	0.2427457534
219	0.2421973307
220	0.2418423087
221	0.2412837456
222	0.2406341533
223	0.239923814
224	0.2391573444
225	0.2382665391
226	0.2378803584
227	0.2374271917
228	0.2370119183
229	0.2364234416
230	0.2360560931
231	0.2354266889
232	0.2348205493
233	0.2342842569
234	0.2339039
235	0.2334130551
236	0.2329196234
237	0.2323625209
238	0.2321501625
239	0.2318320057
240	0.2314700825
241	0.2310882825
242	0.2304338306
243	0.2298491883
244	0.2296989895
245	0.229162879
246	0.2285988024
247	0.2282061983
248	0.2278738736
249	0.2278451329
250	0.2269201397
251	0.2266806109
252	0.2263357629
253	0.226076384
254	0.2255136297
255	0.2245474211
256	0.224237911
257	0.2237151813
258	0.2228036275
259	0.2224218666
260	0.2220271623
261	0.2217376756
262	0.2210911913
263	0.2204760027
264	0.220116792
265	0.2196579096
266	0.2194721463
267	0.2191841784
268	0.2188028671
269	0.2185045555
270	0.2183529869
271	0.218073925
272	0.2174527666
273	0.2170531158
274	0.2167307671
275	0.2165436674
276	0.2161831118
277	0.2158799129
278	0.2158514406
279	0.2154824484
280	0.215287224
281	0.2148261154
282	0.2146078461
283	0.2143635111
284	0.2141885301
285	0.2138033507
286	0.2137826338
287	0.2131108854
288	0.2129286077
289	0.2128613554
290	0.2126240967
291	0.21199006
292	0.2116406056
293	0.2112638125
294	0.2111762823
295	0.2107210593
296	0.2101691053
297	0.2096615427
298	0.2090214042
299	0.2086869296
300	0.2084900494
301	0.2081016271
302	0.207637006
303	0.2072628546
304	0.2068125757
305	0.2065099591
306	0.2060491587
307	0.20533933
308	0.2050284915
309	0.2050174635
310	0.2044242856
311	0.2039686152
312	0.2035891976
313	0.2034587991
314	0.203303539
315	0.2029192264
316	0.2026210621
317	0.2018205091
318	0.2014849188
319	0.2008616695
320	0.2003625963
321	0.1999643736
322	0.1996155167
323	0.1995252773
324	0.1991838472
325	0.1991046823
326	0.1985178858
327	0.1981651812
328	0.1978507611
329	0.197846118
330	0.1975756768
331	0.1971761273
332	0.1966557063
333	0.1964472747
334	0.1961765959
335	0.1957405235
336	0.1956593861
337	0.1952482359
338	0.1950676313
339	0.194721807
340	0.1943787579
341	0.1941973281
342	0.1938835019
343	0.1935668029
344	0.1932193237
345	0.192752854
346	0.1927490625
347	0.1925959773
348	0.1922609957
349	0.191886427
350	0.1914139002
351	0.1909270783
352	0.1908604609
353	0.1903933464
354	0.1903902363
355	0.1900841711
356	0.1900229614
357	0.1899854643
358	0.1895329317
359	0.1890996424
360	0.1887614307
361	0.1884880363
362	0.1880414043
363	0.1878142103
364	0.1872861521
365	0.1868919785
366	0.1867012696
367	0.1866972187
368	0.1865741124
369	0.1861503687
370	0.1856658113
371	0.1854084417
372	0.185051282
373	0.1847929412
374	0.184188419
375	0.1837773224
376	0.1834903562
377	0.1834010907
378	0.1832510597
379	0.1831081915
380	0.1829470709
381	0.1826008837
382	0.1825971289
383	0.1824977177
384	0.1824085418
385	0.1818924064
386	0.1815903352
387	0.1813295005
388	0.1810644345
389	0.1809077781
390	0.1808321065
391	0.1805638086
392	0.1799861301
393	0.1796782333
394	0.1793575256
395	0.1791181631
396	0.1787285749
397	0.1782917373
398	0.1779685612
399	0.1779471573
400	0.1777260055
401	0.1775817863
402	0.1775035821
403	0.1771324942
404	0.1767702903
405	0.1765611972
406	0.1762870513
407	0.1759624994
408	0.1757679403
409	0.1756790115
410	0.1753974768
411	0.1749464328
412	0.1746915253
413	0.1745264526
414	0.1742559249
415	0.1741213534
416	0.1739398578
417	0.1737055388
418	0.1737026218
419	0.1733675093
420	0.1731207943
421	0.172957597
422	0.1727820375
423	0.1721272482
424	0.1720846328
425	0.1719171469
426	0.171533436
427	0.1712407887
428	0.1707474024
429	0.1705877518
430	0.1700676506
431	0.1696848809
432	0.1691762365
433	0.1689232424
434	0.1686049435
435	0.1685537637
