iter	Passed	Remaining
458	19668	1756
459	19711	1714
460	19750	1670
461	19788	1627
462	19828	1584
463	19871	1541
464	19914	1498
465	19974	1457
466	20012	1414
467	20062	1371
468	20108	1329
469	20149	1286
470	20187	1242
471	20228	1200
472	20272	1157
473	20322	1114
474	20360	1071
475	20400	1028
476	20437	985
477	20461	941
478	20503	898
479	20538	855
480	20579	812
481	20619	770
482	20651	726
483	20688	683
484	20732	641
485	20782	598
486	20818	555
487	20858	512
488	20898	470
489	20940	427
490	20981	384
491	21025	341
492	21064	299
493	21108	256
494	21150	213
495	21193	170
496	21233	128
497	21272	85
498	21317	42
499	21355	0
