iter	Logloss
0	0.6622933861
1	0.6373777808
2	0.6167098468
3	0.600255461
4	0.585080005
5	0.5699762878
6	0.5587642317
7	0.5498995562
8	0.5409814522
9	0.5332641601
10	0.5265224198
11	0.518817094
12	0.5123946612
13	0.5071968928
14	0.5020062227
15	0.4972391681
16	0.492875575
17	0.4890449534
18	0.4856504006
19	0.4813423034
20	0.4776645218
21	0.4758275472
22	0.4731219432
23	0.4699922188
24	0.4680495046
25	0.4654122721
26	0.4633123334
27	0.460210312
28	0.4576608627
29	0.4553343345
30	0.4525407125
31	0.4505914812
32	0.4486802432
33	0.4464546613
34	0.4443038479
35	0.4432370964
36	0.4419355484
37	0.4399290085
38	0.4381907072
39	0.4371937403
40	0.4357348628
41	0.4339356162
42	0.4317267108
43	0.4301017604
44	0.428754503
45	0.4279603127
46	0.4264268461
47	0.4244376673
48	0.4226901193
49	0.4208951376
50	0.4194987752
51	0.4177790767
52	0.4169164567
53	0.4149887372
54	0.4133353405
55	0.4120108779
56	0.4110411661
57	0.4100225876
58	0.4087108179
59	0.4076680279
60	0.4057645127
61	0.4038689602
62	0.4032713322
63	0.4016348547
64	0.4010434132
65	0.4003480778
66	0.3990253163
67	0.3976267112
68	0.3960262473
69	0.3949282329
70	0.3940012676
71	0.3931133072
72	0.3922770987
73	0.3908720058
74	0.3900272583
75	0.3887897539
76	0.3875767633
77	0.3858078349
78	0.3850575497
79	0.3841189771
80	0.3829587969
81	0.3817813902
82	0.3810865153
83	0.3800270327
84	0.3787625892
85	0.3783552675
86	0.3775574549
87	0.376924045
88	0.3758336139
89	0.3748384195
90	0.3734398972
91	0.3722397081
92	0.3714798071
