iter	Passed	Remaining
0	8	809
1	18	858
2	25	757
3	32	720
4	43	767
5	52	765
6	60	742
7	69	738
8	77	723
9	85	709
10	93	695
11	101	682
12	109	673
13	115	650
14	120	628
15	129	620
16	139	625
17	148	619
18	156	608
19	164	601
20	174	598
21	184	596
22	195	596
23	204	588
24	211	575
25	221	569
26	229	562
27	238	553
28	248	547
29	255	535
30	262	525
31	269	513
32	279	507
33	290	504
34	302	500
35	310	492
36	317	480
37	326	472
38	338	469
39	349	462
40	357	453
41	366	445
42	375	436
43	382	425
44	389	415
45	395	404
46	406	397
47	415	389
48	424	381
49	435	374
50	442	364
51	451	356
52	460	347
53	469	339
54	478	330
55	491	324
56	499	315
57	510	308
58	520	299
59	528	290
60	541	284
61	551	275
62	560	266
63	568	257
64	575	248
65	586	240
66	595	230
67	603	221
68	613	213
69	626	205
70	635	196
71	644	188
72	652	178
73	660	169
74	669	160
75	681	152
76	688	143
77	694	133
78	707	125
79	715	116
80	726	107
81	736	98
82	744	89
83	755	80
84	764	71
85	772	62
86	780	53
87	786	44
88	794	35
89	802	26
90	809	17
91	818	8
92	825	0
