iter	Passed	Remaining
0	15	4560
1	28	4298
2	45	4463
3	59	4402
4	77	4586
5	95	4675
6	109	4598
7	134	4903
8	151	4911
9	171	4976
10	191	5040
11	208	4994
12	225	4973
13	237	4858
14	260	4947
15	275	4886
16	293	4893
17	314	4928
18	335	4961
19	353	4946
20	374	4971
21	398	5039
22	419	5048
23	434	4992
24	447	4921
25	466	4917
26	486	4917
27	500	4858
28	511	4780
29	525	4729
30	542	4703
31	555	4656
32	571	4622
33	586	4587
34	601	4552
35	616	4520
36	628	4469
37	642	4432
38	659	4411
39	673	4377
40	688	4347
41	701	4311
42	725	4335
43	738	4295
44	754	4274
45	771	4260
46	784	4220
47	795	4178
48	814	4172
49	828	4144
50	847	4136
51	861	4107
52	876	4084
53	891	4062
54	911	4060
55	925	4034
56	941	4012
57	956	3990
58	976	3988
59	991	3965
60	1009	3954
61	1025	3936
62	1038	3908
63	1054	3889
64	1069	3866
65	1075	3814
66	1089	3788
67	1106	3774
68	1125	3767
69	1143	3756
70	1160	3741
