iter	Passed	Remaining
0	3	341
1	5	294
2	7	256
3	11	286
4	13	283
5	17	286
6	19	271
7	20	253
8	22	244
9	24	237
10	26	233
11	29	233
12	32	237
13	35	234
14	37	228
15	40	229
16	42	224
17	44	218
18	45	212
19	47	207
20	49	202
21	51	198
22	53	193
23	54	189
24	56	185
25	58	182
26	60	179
27	62	176
28	64	173
29	66	170
30	68	167
31	70	164
32	71	161
33	74	159
34	76	156
35	78	154
36	80	153
37	83	150
38	85	148
39	87	145
40	89	143
41	92	142
42	94	140
43	97	139
44	100	137
45	102	136
46	105	134
47	108	133
48	111	132
49	114	130
50	117	129
51	120	127
52	123	126
53	127	125
54	128	121
55	131	120
56	135	118
57	137	116
58	141	114
59	142	111
60	144	109
61	146	106
62	148	103
63	150	100
64	152	98
65	154	95
66	156	93
67	157	90
68	159	87
69	161	85
70	162	82
71	166	80
72	168	78
73	170	75
74	172	73
75	174	71
76	175	68
77	177	66
78	179	63
79	181	61
80	183	58
81	184	56
82	186	54
83	188	51
84	190	49
85	192	46
86	194	44
87	196	42
88	197	40
89	199	37
90	201	35
91	203	33
92	205	30
93	206	28
94	208	26
95	210	24
96	211	21
97	213	19
98	215	17
99	217	15
100	219	13
101	221	10
102	223	8
103	225	6
104	227	4
105	228	2
106	230	0
