iter	Logloss
0	0.6892939065
1	0.6856167202
2	0.6819035935
3	0.6785221839
4	0.6749860151
5	0.6716999738
6	0.6685357723
7	0.6655731158
8	0.6625322522
9	0.6595954287
10	0.6566944863
11	0.6540078261
12	0.6514486358
13	0.6491270886
14	0.6470468701
15	0.6446689396
16	0.6425625727
17	0.6402128931
18	0.6380493305
19	0.6358640415
20	0.6340032287
21	0.632099956
22	0.6301918606
23	0.6283696887
24	0.6264160222
25	0.6248758709
26	0.6232005318
27	0.6215544147
28	0.6200891004
29	0.6185036386
30	0.6170316523
31	0.6157519444
32	0.6142642944
33	0.6127588307
34	0.6114561289
35	0.6101647945
36	0.6090204739
37	0.6079291845
38	0.6067250295
39	0.6058618099
40	0.6050585125
41	0.6040072092
42	0.6028825492
43	0.6017770398
44	0.6007500665
45	0.5998586141
46	0.5989016768
47	0.5979107643
48	0.597090909
49	0.5963603172
50	0.595496506
51	0.5946987089
52	0.5938658141
53	0.5931134469
54	0.5923888704
55	0.591633268
56	0.590946803
57	0.590246541
58	0.5895173571
59	0.5889145008
60	0.5883769485
61	0.5878026149
62	0.5872320662
63	0.5866565449
64	0.5859941622
65	0.5856579792
66	0.5851121956
67	0.5846935204
68	0.5842721847
69	0.5839608177
70	0.5834002775
71	0.5828843537
72	0.5825009179
73	0.5819433086
74	0.5814760012
75	0.5810753374
76	0.5807132094
77	0.5804035431
78	0.5800859556
79	0.5796639518
80	0.5792693342
81	0.5788575107
82	0.5785708891
83	0.5781839487
84	0.5778182543
85	0.5775305656
86	0.5772220455
87	0.5769307025
88	0.5766001739
89	0.5763384602
90	0.575930071
91	0.5756860505
92	0.5754380264
93	0.5752392379
94	0.574956081
95	0.5747229635
96	0.5745280718
97	0.5742679132
98	0.5740810298
99	0.5738297608
100	0.573656304
101	0.5734228169
102	0.5732378726
103	0.5729689319
104	0.5727816679
105	0.5725936626
106	0.5723963712
107	0.5722228407
108	0.5719413363
109	0.5717657412
110	0.5715892698
111	0.5713360175
112	0.5711614077
113	0.5709113323
114	0.5707109677
115	0.570594004
116	0.5704298484
117	0.5702881647
118	0.5701275672
119	0.5699575461
120	0.569827666
121	0.5697072807
122	0.5695570723
123	0.5694304949
124	0.5692352484
125	0.5690586968
126	0.5690153198
127	0.5688804892
128	0.5687565388
129	0.5686667785
130	0.5685472194
131	0.56835111
132	0.5681826648
133	0.5680705119
134	0.567962321
135	0.567846025
136	0.567690675
137	0.56757054
138	0.5675200142
139	0.5674758351
140	0.5673439582
141	0.567206763
142	0.5670586247
143	0.5668942278
144	0.5668255908
145	0.5667581861
146	0.5666221766
147	0.5665292975
148	0.5664451421
149	0.5662863778
150	0.5662522851
151	0.5661729204
152	0.5660333372
153	0.5659370046
154	0.5658344176
155	0.5657523636
156	0.5656817507
157	0.565622382
158	0.5655335302
159	0.5654202887
160	0.565331869
161	0.5652202117
162	0.5651395349
163	0.5650160943
164	0.5649335649
165	0.5648356129
166	0.5647047264
167	0.5645965511
168	0.5645180336
169	0.5644562319
170	0.5643090969
171	0.5642189113
172	0.5641502899
173	0.5640340313
174	0.563917344
175	0.5638528692
176	0.5638027662
177	0.5637400559
